index,w_azi,w_spd,b_rte,w_ang,b_sails,b_spd,chrono,lon,lat,spd_perc,w_ang_a
5328,142,11.14,213,-71,GV 2 Foc 2,1.07,"4d 02h 47' 07""",9° 54.335',42° 52.104',0.1,71
5329,142,11.14,211,-69,GV 2 Foc 2,1.06,"4d 02h 47' 10""",9° 54.335',42° 52.103',0.1,69
5330,142,11.14,209,-67,GV 2 Foc 2,1.05,"4d 02h 47' 13""",9° 54.334',42° 52.103',0.09,67
5331,142,11.14,207,-65,GV 2 Foc 2,1.04,"4d 02h 47' 16""",9° 54.333',42° 52.102',0.09,64
5332,142,11.14,205,-63,GV 2 Foc 2,1.02,"4d 02h 47' 18""",9° 54.333',42° 52.101',0.09,63
5333,142,11.14,203,-61,GV 2 Foc 2,1.0,"4d 02h 47' 21""",9° 54.333',42° 52.100',0.09,60
5334,142,11.14,201,-59,GV 2 Foc 2,0.98,"4d 02h 47' 24""",9° 54.332',42° 52.100',0.09,59
5335,142,11.14,199,-57,GV 2 Foc 2,0.97,"4d 02h 47' 26""",9° 54.332',42° 52.099',0.09,57
5336,142,11.14,197,-55,GV 2 Foc 2,0.95,"4d 02h 47' 29""",9° 54.332',42° 52.098',0.09,55
5337,142,11.14,195,-53,GV 2 Foc 2,0.92,"4d 02h 47' 32""",9° 54.331',42° 52.098',0.08,53
5338,142,11.14,193,-51,GV 2 Foc 2,0.9,"4d 02h 47' 35""",9° 54.331',42° 52.097',0.08,50
5339,142,11.14,191,-49,GV 2 Foc 2,0.87,"4d 02h 47' 38""",9° 54.331',42° 52.096',0.08,49
5340,142,11.14,189,-47,GV 2 Foc 2,0.84,"4d 02h 47' 40""",9° 54.331',42° 52.096',0.08,46
5341,142,11.14,187,-45,GV 2 Foc 2,0.82,"4d 02h 47' 43""",9° 54.331',42° 52.095',0.07,45
5342,142,11.14,185,-43,GV 2 Foc 2,0.78,"4d 02h 47' 46""",9° 54.331',42° 52.094',0.07,42
5343,142,11.14,183,-41,GV 2 Foc 2,0.75,"4d 02h 47' 49""",9° 54.331',42° 52.094',0.07,41
5344,142,11.14,181,-39,GV 2 Foc 2,0.71,"4d 02h 47' 52""",9° 54.331',42° 52.093',0.06,39
5345,142,11.14,179,-37,GV 2 Foc 2,0.67,"4d 02h 47' 55""",9° 54.331',42° 52.093',0.06,37
5346,142,11.14,177,-35,GV 2 Foc 2,0.63,"4d 02h 47' 58""",9° 54.331',42° 52.092',0.06,35
5347,142,11.14,175,-33,GV 2 Foc 2,0.58,"4d 02h 48' 00""",9° 54.331',42° 52.092',0.05,33
5348,142,11.14,173,-31,GV 2 Foc 2,0.52,"4d 02h 48' 03""",9° 54.331',42° 52.091',0.05,31
5349,142,11.14,171,-29,GV 2 Foc 2,0.47,"4d 02h 48' 06""",9° 54.331',42° 52.091',0.04,28
5350,142,11.14,169,-27,GV 2 Foc 2,0.41,"4d 02h 48' 09""",9° 54.331',42° 52.091',0.04,27
5351,142,11.14,167,-25,GV 2 Foc 2,0.35,"4d 02h 48' 12""",9° 54.331',42° 52.090',0.03,24
5352,142,11.14,165,-23,GV 2 Foc 2,0.3,"4d 02h 48' 14""",9° 54.331',42° 52.090',0.03,23
5353,142,11.14,163,-21,GV 2 Foc 2,0.25,"4d 02h 48' 18""",9° 54.331',42° 52.090',0.02,21
5354,142,11.14,161,-19,GV 2 Foc 2,0.2,"4d 02h 48' 20""",9° 54.331',42° 52.090',0.02,18
5355,142,11.14,159,-17,GV 2 Foc 2,0.15,"4d 02h 48' 23""",9° 54.331',42° 52.090',0.01,17
5356,142,11.14,157,-15,GV 2 Foc 2,0.11,"4d 02h 48' 26""",9° 54.331',42° 52.090',0.01,14
5357,142,11.14,155,-13,GV 2 Foc 2,0.08,"4d 02h 48' 28""",9° 54.331',42° 52.090',0.01,13
5358,142,11.14,153,-11,GV 2 Foc 2,0.06,"4d 02h 48' 31""",9° 54.331',42° 52.090',0.01,10
5359,142,11.14,151,-9,GV 2 Foc 2,0.04,"4d 02h 48' 34""",9° 54.331',42° 52.090',0.0,9
5360,142,11.14,149,-7,GV 2 Foc 2,0.03,"4d 02h 48' 37""",9° 54.331',42° 52.090',0.0,6
5361,142,11.14,147,-5,GV 2 Foc 2,0.02,"4d 02h 48' 40""",9° 54.331',42° 52.090',0.0,4
5362,142,11.14,145,-3,GV 2 Foc 2,0.01,"4d 02h 48' 42""",9° 54.332',42° 52.090',0.0,3
5363,142,11.14,143,-1,GV 2 Foc 2,0.0,"4d 02h 48' 45""",9° 54.332',42° 52.089',0.0,0
5365,142,11.14,139,3,GV 2 Foc 2,0.01,"4d 02h 48' 50""",9° 54.332',42° 52.089',0.0,3
5366,142,11.14,137,5,GV 2 Foc 2,0.02,"4d 02h 48' 54""",9° 54.332',42° 52.089',0.0,4
5367,142,11.14,135,7,GV 2 Foc 2,0.03,"4d 02h 48' 56""",9° 54.332',42° 52.089',0.0,7
5368,142,11.14,133,9,GV 2 Foc 2,0.04,"4d 02h 48' 59""",9° 54.332',42° 52.089',0.0,8
5369,142,11.14,131,11,GV 2 Foc 2,0.06,"4d 02h 49' 02""",9° 54.332',42° 52.089',0.01,10
5370,142,11.14,129,13,GV 2 Foc 2,0.08,"4d 02h 49' 05""",9° 54.332',42° 52.089',0.01,12
5371,142,11.14,127,15,GV 2 Foc 2,0.11,"4d 02h 49' 08""",9° 54.332',42° 52.089',0.01,14
5372,142,11.14,125,17,GV 2 Foc 2,0.15,"4d 02h 49' 10""",9° 54.332',42° 52.089',0.01,17
5373,142,11.14,123,19,GV 2 Foc 2,0.2,"4d 02h 49' 13""",9° 54.332',42° 52.089',0.02,18
5374,142,11.14,121,21,GV 2 Foc 2,0.25,"4d 02h 49' 16""",9° 54.332',42° 52.089',0.02,21
5375,142,11.14,119,23,GV 2 Foc 2,0.3,"4d 02h 49' 19""",9° 54.333',42° 52.089',0.03,22
5376,142,11.14,117,25,GV 2 Foc 2,0.35,"4d 02h 49' 22""",9° 54.333',42° 52.089',0.03,25
5377,142,11.14,115,27,GV 2 Foc 2,0.41,"4d 02h 49' 25""",9° 54.333',42° 52.089',0.04,26
5378,142,11.14,113,29,GV 2 Foc 2,0.47,"4d 02h 49' 28""",9° 54.334',42° 52.089',0.04,29
5379,142,11.14,111,31,GV 2 Foc 2,0.52,"4d 02h 49' 31""",9° 54.334',42° 52.088',0.05,30
5380,142,11.14,109,33,GV 2 Foc 2,0.58,"4d 02h 49' 33""",9° 54.335',42° 52.088',0.05,33
5381,142,11.14,107,35,GV 2 Foc 2,0.63,"4d 02h 49' 36""",9° 54.336',42° 52.088',0.06,35
5382,142,11.14,105,37,GV 2 Foc 2,0.67,"4d 02h 49' 39""",9° 54.336',42° 52.088',0.06,37
5383,142,11.14,103,39,GV 2 Foc 2,0.71,"4d 02h 49' 42""",9° 54.337',42° 52.088',0.06,39
5384,142,11.14,101,41,GV 2 Foc 2,0.75,"4d 02h 49' 45""",9° 54.338',42° 52.088',0.07,41
5385,142,11.14,99,43,GV 2 Foc 2,0.78,"4d 02h 49' 47""",9° 54.339',42° 52.088',0.07,43
5386,142,11.14,97,45,GV 2 Foc 2,0.82,"4d 02h 49' 50""",9° 54.339',42° 52.088',0.07,45
5387,142,11.14,95,47,GV 2 Foc 2,0.84,"4d 02h 49' 53""",9° 54.340',42° 52.087',0.08,47
5388,142,11.14,93,49,GV 2 Foc 2,0.87,"4d 02h 49' 56""",9° 54.341',42° 52.087',0.08,49
5389,142,11.14,91,51,GV 2 Foc 2,0.9,"4d 02h 49' 59""",9° 54.342',42° 52.087',0.08,50
5390,142,11.14,89,53,GV 2 Foc 2,0.92,"4d 02h 50' 02""",9° 54.343',42° 52.087',0.08,52
5391,142,11.14,87,55,GV 2 Foc 2,0.95,"4d 02h 50' 04""",9° 54.344',42° 52.087',0.09,54
5392,142,11.14,85,57,GV 2 Foc 2,0.97,"4d 02h 50' 07""",9° 54.345',42° 52.088',0.09,57
5393,142,11.14,83,59,GV 2 Foc 2,0.99,"4d 02h 50' 10""",9° 54.346',42° 52.088',0.09,59
5394,142,11.14,81,61,GV 2 Foc 2,1.01,"4d 02h 50' 13""",9° 54.347',42° 52.088',0.09,61
5395,142,11.14,79,63,GV 2 Foc 2,1.02,"4d 02h 50' 16""",9° 54.349',42° 52.088',0.09,63
5396,142,11.14,77,65,GV 2 Foc 2,1.04,"4d 02h 50' 18""",9° 54.350',42° 52.088',0.09,65
5397,142,11.15,75,67,GV 2 Foc 2,1.05,"4d 02h 50' 21""",9° 54.351',42° 52.088',0.09,67
5398,142,11.15,73,69,GV 2 Foc 2,1.06,"4d 02h 50' 24""",9° 54.352',42° 52.089',0.1,69
5399,142,11.15,71,71,GV 2 Foc 2,1.07,"4d 02h 50' 27""",9° 54.353',42° 52.089',0.1,71
5400,142,11.15,69,73,GV 2 Foc 2,1.08,"4d 02h 50' 30""",9° 54.354',42° 52.089',0.1,73
5401,142,11.15,67,75,GV 2 Foc 2,1.09,"4d 02h 50' 33""",9° 54.355',42° 52.089',0.1,75
5403,142,11.15,63,79,GV 2 Foc 2,1.1,"4d 02h 50' 38""",9° 54.357',42° 52.090',0.1,79
5406,142,11.15,57,85,GV 2 Foc 2,1.11,"4d 02h 50' 46""",9° 54.360',42° 52.092',0.1,85
5409,142,11.15,51,91,GV 2 Foc 2,1.12,"4d 02h 50' 55""",9° 54.363',42° 52.093',0.1,91
5411,142,11.15,47,95,GV 2 Foc 2,1.13,"4d 02h 51' 00""",9° 54.365',42° 52.094',0.1,95
5412,142,11.15,45,97,GV 2 Foc 2,1.12,"4d 02h 51' 03""",9° 54.366',42° 52.095',0.1,97
5414,142,11.15,41,101,GV 2 Foc 2,1.11,"4d 02h 51' 09""",9° 54.367',42° 52.096',0.1,101
5417,142,11.15,35,107,GV 2 Foc 2,1.1,"4d 02h 51' 18""",9° 54.369',42° 52.098',0.1,107
5418,142,11.15,33,109,GV 2 Foc 2,1.09,"4d 02h 51' 20""",9° 54.370',42° 52.099',0.1,109
5419,142,11.15,31,111,GV 2 Foc 2,1.08,"4d 02h 51' 23""",9° 54.370',42° 52.100',0.1,111
5421,142,11.15,27,115,GV 2 Foc 2,1.07,"4d 02h 51' 29""",9° 54.372',42° 52.101',0.1,115
5422,142,11.16,25,117,GV 2 Foc 2,1.06,"4d 02h 51' 31""",9° 54.372',42° 52.102',0.09,117
5423,142,11.16,23,119,GV 2 Foc 2,1.05,"4d 02h 51' 34""",9° 54.372',42° 52.103',0.09,119
5424,142,11.16,21,121,GV 2 Foc 2,1.04,"4d 02h 51' 37""",9° 54.373',42° 52.103',0.09,121
5425,142,11.16,19,123,GV 2 Foc 2,1.02,"4d 02h 51' 40""",9° 54.373',42° 52.104',0.09,123
5426,142,11.16,17,125,GV 2 Foc 2,1.01,"4d 02h 51' 43""",9° 54.374',42° 52.105',0.09,125
5427,142,11.16,15,127,GV 2 Foc 2,0.99,"4d 02h 51' 45""",9° 54.374',42° 52.106',0.09,127
5428,142,11.16,13,129,GV 2 Foc 2,0.98,"4d 02h 51' 48""",9° 54.374',42° 52.106',0.09,129
5429,142,11.16,11,131,GV 2 Foc 2,0.96,"4d 02h 51' 51""",9° 54.374',42° 52.107',0.09,131
5430,142,11.16,9,133,GV 2 Foc 2,0.94,"4d 02h 51' 54""",9° 54.374',42° 52.108',0.08,133
5431,142,11.16,7,135,GV 2 Foc 2,0.92,"4d 02h 51' 57""",9° 54.374',42° 52.109',0.08,135
5432,142,11.16,5,137,GV 2 Foc 2,0.9,"4d 02h 51' 59""",9° 54.375',42° 52.109',0.08,137
5433,142,11.16,3,139,GV 2 Foc 2,0.88,"4d 02h 52' 02""",9° 54.375',42° 52.110',0.08,139
5434,142,11.16,1,141,GV 2 Foc 2,0.85,"4d 02h 52' 05""",9° 54.375',42° 52.111',0.08,141
5454,142,11.16,321,-179,GV 1 Foc 1,0.59,"4d 02h 53' 01""",9° 54.372',42° 52.118',0.05,179
5455,142,11.16,319,-177,GV 1 Foc 1,0.81,"4d 02h 53' 04""",9° 54.371',42° 52.118',0.07,176
5456,142,11.16,317,-175,GV 1 Foc 1,1.03,"4d 02h 53' 07""",9° 54.371',42° 52.119',0.09,175
5457,142,11.16,315,-173,GV 1 Foc 1,1.25,"4d 02h 53' 10""",9° 54.370',42° 52.120',0.11,173
5458,142,11.16,313,-171,GV 1 Foc 1,1.48,"4d 02h 53' 12""",9° 54.369',42° 52.120',0.13,171
5459,142,11.16,311,-169,GV 1 Foc 1,1.7,"4d 02h 53' 15""",9° 54.367',42° 52.121',0.15,169
5460,142,11.16,309,-167,GV 1 Foc 1,1.91,"4d 02h 53' 18""",9° 54.366',42° 52.122',0.17,167
5461,142,11.16,307,-165,GV 1 Foc 1,2.13,"4d 02h 53' 21""",9° 54.364',42° 52.123',0.19,165
5462,142,11.16,305,-163,GV 1 Foc 1,2.33,"4d 02h 53' 24""",9° 54.362',42° 52.124',0.21,163
5463,142,11.15,303,-161,GV 1 Foc 1,2.54,"4d 02h 53' 27""",9° 54.359',42° 52.125',0.23,160
5464,142,11.15,301,-159,GV 1 Foc 1,2.74,"4d 02h 53' 29""",9° 54.357',42° 52.126',0.25,159
5465,142,11.15,299,-157,GV 1 Foc 1,2.94,"4d 02h 53' 32""",9° 54.354',42° 52.128',0.26,157
5466,142,11.15,297,-155,GV 1 Foc 1,3.14,"4d 02h 53' 35""",9° 54.351',42° 52.129',0.28,155
5467,142,11.15,295,-153,GV 1 Foc 1,3.31,"4d 02h 53' 37""",9° 54.349',42° 52.130',0.3,153
5468,142,11.15,293,-151,GV 1 Foc 1,3.48,"4d 02h 53' 40""",9° 54.345',42° 52.131',0.31,151
5469,142,11.15,291,-149,GV 1 Foc 1,3.64,"4d 02h 53' 43""",9° 54.341',42° 52.132',0.33,149
5470,142,11.15,289,-147,GV 1 Foc 1,3.79,"4d 02h 53' 46""",9° 54.338',42° 52.133',0.34,147
5471,142,11.15,287,-145,GV 1 Foc 1,3.94,"4d 02h 53' 49""",9° 54.333',42° 52.134',0.35,145
5472,142,11.15,285,-143,GV 1 Foc 1,4.07,"4d 02h 53' 51""",9° 54.330',42° 52.134',0.37,143
5473,142,11.14,283,-141,GV 1 Foc 1,4.2,"4d 02h 53' 54""",9° 54.325',42° 52.135',0.38,141
5474,142,11.14,281,-139,GV 1 Foc 1,4.32,"4d 02h 53' 57""",9° 54.321',42° 52.136',0.39,139
5475,142,11.14,279,-137,GV 1 Foc 1,4.43,"4d 02h 54' 00""",9° 54.316',42° 52.136',0.4,137
5476,142,11.14,277,-135,GV 1 Foc 1,4.54,"4d 02h 54' 02""",9° 54.312',42° 52.137',0.41,135
5477,142,11.14,275,-133,GV 1 Foc 1,4.62,"4d 02h 54' 05""",9° 54.307',42° 52.137',0.41,133
5478,142,11.14,273,-131,GV 1 Foc 1,4.71,"4d 02h 54' 08""",9° 54.302',42° 52.137',0.42,131
5479,142,11.13,271,-129,GV 1 Foc 1,4.79,"4d 02h 54' 10""",9° 54.298',42° 52.137',0.43,129
5480,142,11.13,269,-127,GV 1 Foc 1,4.86,"4d 02h 54' 13""",9° 54.292',42° 52.137',0.44,127
5481,142,11.13,267,-125,GV 1 Foc 1,4.93,"4d 02h 54' 16""",9° 54.287',42° 52.137',0.44,125
5482,143,11.13,265,-122,GV 1 Foc 1,5.03,"4d 02h 54' 19""",9° 54.282',42° 52.137',0.45,122
5483,143,11.13,264,-121,GV 1 Foc 1,5.06,"4d 02h 54' 22""",9° 54.276',42° 52.136',0.45,121
5484,143,11.12,262,-119,GV 1 Foc 1,5.1,"4d 02h 54' 25""",9° 54.270',42° 52.136',0.46,119
5485,143,11.12,260,-117,GV 1 Foc 1,5.14,"4d 02h 54' 27""",9° 54.265',42° 52.135',0.46,117
5486,143,11.12,258,-115,GV 1 Foc 1,5.18,"4d 02h 54' 30""",9° 54.260',42° 52.134',0.47,115
5487,143,11.12,256,-113,GV 1 Foc 1,5.21,"4d 02h 54' 33""",9° 54.255',42° 52.133',0.47,113
5488,143,11.12,254,-111,GV 1 Foc 1,5.24,"4d 02h 54' 35""",9° 54.250',42° 52.132',0.47,111
5489,143,11.11,252,-109,GV 1 Foc 1,5.27,"4d 02h 54' 39""",9° 54.244',42° 52.131',0.47,109
5490,143,11.11,250,-107,GV 1 Foc 1,5.28,"4d 02h 54' 41""",9° 54.239',42° 52.129',0.48,107
5491,143,11.11,248,-105,GV 1 Foc 1,5.3,"4d 02h 54' 44""",9° 54.234',42° 52.128',0.48,105
5492,143,11.11,246,-103,GV 1 Foc 1,5.31,"4d 02h 54' 47""",9° 54.228',42° 52.126',0.48,103
5493,143,11.11,244,-101,GV 1 Foc 1,5.32,"4d 02h 54' 50""",9° 54.224',42° 52.124',0.48,100
5494,143,11.1,242,-99,GV 1 Foc 1,5.33,"4d 02h 54' 53""",9° 54.218',42° 52.122',0.48,99
5495,143,11.1,240,-97,GV 1 Foc 1,5.34,"4d 02h 54' 55""",9° 54.214',42° 52.120',0.48,96
5496,143,11.1,238,-95,GV 1 Foc 1,5.35,"4d 02h 54' 58""",9° 54.209',42° 52.118',0.48,95
5497,143,11.1,236,-93,GV 1 Foc 1,5.33,"4d 02h 55' 01""",9° 54.204',42° 52.116',0.48,93
